id,mention,cui,start_index,end_index,sentence
9182,blind,C0456909,34,39,Naderhand blijkt dat hij blijvend blind is geworden.
9183,opgehangen,C0038661,33,43,Op 11 november 2003 werd Brandis opgehangen in zijn appartement gevonden door vrienden.
9184,aids,C0001175,44,48,"De ziekte vertoont sterke gelijkenissen met aids bij mensen, hoewel katten geen hiv kunnen oplopen en mensen geen fiv."
9185,hiv,C0019682,80,83,"De ziekte vertoont sterke gelijkenissen met aids bij mensen, hoewel katten geen hiv kunnen oplopen en mensen geen fiv."
9186,aids,C0001175,56,60,Katten worden dan ook vaak gebruikt voor onderzoek naar aids.
9187,shock,C0036974,97,102,Doordat alle organen minder van bloed worden voorzien zal een torsie van de maag snel leiden tot shock en in een later stadium tot de dood.
9188,milt,C0037993,17,21,Bijkomend kan de milt afgekneld geraken.
9189,braakneigingen,C0042963,59,73,De honden zijn vaak rusteloos of juist sloom en er bestaan braakneigingen zonder dat er daadwerkelijk wordt overgegeven.
9190,emfyseem,C0034067,79,87,Verder kan men op een röntgenfoto een eventuele gasopstapeling in de maagwand (emfyseem) zien.
9191,necrose,C0027540,61,68,Het emfyseem ontstaat door de verminderde doorbloeding en de necrose van de maagwand en dient als een prognostisch hulpmiddel.
9192,milt,C0037993,104,108,"Tijdens de chirurgische ingreep zal de arts de maag legen en in de juiste stand draaien, en zo nodig de milt verwijderen."
9193,afsterven,C0027540,35,44,Die is soms meegedraaid en kan dan afsterven.
9194,pest,C0524687,73,77,Bovendien was Tulp geschrokken door het feit dat er veel waardeloze anti-pest geneesmiddelen in omloop waren.
9195,longen,C0024109,46,52,"Hij beschreef bijvoorbeeld de toestand van de longen van een lichaam waarop hij sectie had verricht en legde, voor zover bekend, als eerste medicus de link tussen roken en de mogelijk negatieve effecten ervan op de longen."
9196,sectie,C0004398,80,86,"Hij beschreef bijvoorbeeld de toestand van de longen van een lichaam waarop hij sectie had verricht en legde, voor zover bekend, als eerste medicus de link tussen roken en de mogelijk negatieve effecten ervan op de longen."
9197,pest,C0524687,96,100,Hij verbood al te uitbundige huwelijkspartijen in een tijd toen Amsterdam geplaagd werd door de pest.
9198,schizofrenie,C0036341,64,76,"Het middel is geregistreerd voor gebruik bij de behandeling van schizofrenie, ernstige agressie bij dementie, en manische episodes."
9199,agressie,C1457883,87,95,"Het middel is geregistreerd voor gebruik bij de behandeling van schizofrenie, ernstige agressie bij dementie, en manische episodes."
9200,dementie,C0497327,100,108,"Het middel is geregistreerd voor gebruik bij de behandeling van schizofrenie, ernstige agressie bij dementie, en manische episodes."
9201,histaminerg,C0019588,49,60,Risperidon heeft een gering α2-blokkerend en antihistaminerg (-H1) vermogen.
9202,cholinerge,C0001041,33,43,Het heeft geen affiniteit tot de cholinerge receptor.
9203,prolactine,C0033371,103,113,"Behalve mogelijke bijwerkingen als diabetes, beroertes en gewichtstoename, kan het middel een verhoogd prolactinegehalte veroorzaken, hetgeen borstvorming (ook bij jongens) en andere klachten zoals onregelmatige menstruatie tot gevolg kan hebben."
9204,lichaam,C0020962,53,60,"Sommige typen kunnen, indien ze niet tijdig door het lichaam worden vernietigd, een seksueel overdraagbare aandoening (SOA) veroorzaken."
9205,seksueel overdraagbare aandoening,C0036916,84,117,"Sommige typen kunnen, indien ze niet tijdig door het lichaam worden vernietigd, een seksueel overdraagbare aandoening (SOA) veroorzaken."
9206,wrat,C3665596,38,42,Sommige zijn verantwoordelijk voor de wratten op handen en voeten.
9207,expressie,C0017262,49,58,"De E5-, E6- en E7-eiwitten worden als eerste tot expressie gebracht."
9208,migreert,C1622501,31,39,Wanneer een cel differentieert migreert deze in de huid naar boven.
9209,enzym,C0014442,79,84,"Dit gebeurt door middel van zelfssemblage, dat wil zeggen dan het hierbij geen enzymatische hulp nodig heeft."
9210,apoptose,C0162638,13,21,"Ze voorkomen apoptose door checkpointcontroles van de celcyclus te verwijderen, geven zelf groeisignalen af en maken de cel ongevoelig voor anti-groeisignalen."
9211,cervix,C0007874,119,125,Deze vaccins verminderen de kans op een cervixcarcinoom met naar schatting 73% en de kans op voorstadia van kanker van cervix en vulva met naar schatting 50-60%.
9212,vulva,C0042993,129,134,Deze vaccins verminderen de kans op een cervixcarcinoom met naar schatting 73% en de kans op voorstadia van kanker van cervix en vulva met naar schatting 50-60%.
9213,bindweefsel,C0009780,44,55,"Een tatoeage wordt echter in het onderhuids bindweefsel geplaatst, dit is echt permanent."
9214,hiv,C0019682,68,71,Al zijn energie en talenten zette hij in voor een betere aanpak van hiv en aids.
9215,NAD,C0027270,32,35,Deze omzetting zorgt ervoor dat NAD beschikbaar blijft om de glycolyse voort te zetten.
9216,glycolyse,C0017952,61,70,Deze omzetting zorgt ervoor dat NAD beschikbaar blijft om de glycolyse voort te zetten.
9217,laboratoriumdiagnostiek,C0376583,51,74,LDH speelt om deze reden een belangrijke rol in de laboratoriumdiagnostiek.
9218,pyelonefritis,C0034186,0,13,"pyelonefritis, zijn verhoogde LD-waarden in serum gevonden."
9219,longembolie,C0524702,61,72,Verhoogde LD-activiteit in plasma wordt ook gevonden bij een longembolie; de verhoogde LD (LD3) is soms de enige afwijking die aantoonbaar is.
9220,koorts,C0085594,59,65,"De meest voorkomende klinische symptomen van infectie zijn koorts, hoofdpijn en malaise."
9221,hoofdpijn,C0018681,67,76,"De meest voorkomende klinische symptomen van infectie zijn koorts, hoofdpijn en malaise."
9222,malaise,C0231218,80,87,"De meest voorkomende klinische symptomen van infectie zijn koorts, hoofdpijn en malaise."
9223,allergisch,C1690571,74,84,"Bijvoorbeeld als hij of zij geen dierlijke grondstoffen wil gebruiken, of allergisch is voor stoffen die in cosmetica kunnen voorkomen."
9224,communicatie,C0009452,38,50,Tekstbellen is een vorm van real time communicatie.
9225,meervoudige persoonlijkheidstoornis,C0026773,114,149,"Cleckley publiceerde ook enige wetenschappelijke werken samen met zijn collega Corbett Thigpen, onder andere over meervoudige persoonlijkheidstoornis."
9226,dunne darm,C0021852,59,69,Eieren met een embryo - indien ingeslikt - komen uit in de dunne darm.
9227,lever,C0023884,94,99,Deze larven in het L2 stadium boren zich door de darmwand en komen door de bloedsomloop in de lever en de longen.
9228,longen,C0024109,106,112,Deze larven in het L2 stadium boren zich door de darmwand en komen door de bloedsomloop in de lever en de longen.
9229,maagzweren,C0030920,69,79,"Het geeft echter ook de meeste kans op bijwerkingen (zoals maagpijn, maagzweren en maagbloedingen)."
9230,maagbloeding,C0235325,83,95,"Het geeft echter ook de meeste kans op bijwerkingen (zoals maagpijn, maagzweren en maagbloedingen)."
9231,epicondylitis medialis,C0039516,68,90,"De anatomische term is epicondylus medialis en is ook bekend van de epicondylitis medialis, ook wel 'golferselleboog' genoemd."
9232,nervus ulnaris,C0041602,15,29,De belangrijke nervus ulnaris loopt door een groef over dit bot en kan op die plaats worden geraakt.
9233,bloedvat,C0005847,32,40,"Het gevolg is dat de druk in de bloedvaten vermindert en een verbetering van de werking van het hart optreedt, doordat het hart tegen een lagere weerstand in hoeft te pompen."
9234,polydipsie,C0085602,27,37,Kenmerkende symptomen zijn polydipsie/polyurie en groeiachterstand.
9235,polyurie,C0032617,38,46,Kenmerkende symptomen zijn polydipsie/polyurie en groeiachterstand.
9236,gele koorts,C0043395,82,93,"Kort na zijn vertrek overleed het hoofd van de universiteit, Horace Holley aan de gele koorts en ging het oorspronkelijke hoofdgebouw van de universiteit (bij Gratz Park) verloren bij een brand (Vane-Wright, 2005)."
9237,maagkanker,C0153423,38,48,Hij stierf onopgemerkt en berooid aan maagkanker op een zolderkamer in Philadelphia.
9238,nervus ulnaris,C0041602,13,27,een beklemde nervus ulnaris.
9239,atrofie,C0333641,47,54,De spiertjes in de handrug zijn vaak heel dun (atrofie).
9240,Ziekte van Dupuytren,C0013312,8,28,Zie ook Ziekte van Dupuytren
9241,hemolytische anemie,C0221021,29,48,PNH is een zeldzame vorm van hemolytische anemie (ernstige bloedarmoede door versterkte afbraak van bloedcellen) en komt bij 1 op de 100.000 mensen voor.
9242,beenmerg,C0005953,4,12,Het beenmerg is niet altijd in staat het aanmaken van de rode bloedcellen bij te houden t.o.v.
9243,trombose,C2586211,97,105,"Van de patiënten die overlijden door een complicatie van PNH, overlijdt een kwart als gevolg van trombose."
9244,prednisolon,C0032950,59,70,"Soms worden ook ontstekingsremmende medicijnen gegeven als prednisolon om het afweersysteem te onderdrukken en zo de afbraak te verminderen, maar de meeste artsen zijn vanwege de bijwerkingen geen voorstander van deze behandeling."
9245,putamen,C0034169,75,82,De substantia nigra (vooral de SNc) heeft een dopaminerge projectie op het putamen en de hersenschors.
9246,hersenschors,C0598598,89,101,De substantia nigra (vooral de SNc) heeft een dopaminerge projectie op het putamen en de hersenschors.
9247,dopamine,C0013030,31,39,"Er is dan minder productie van dopamine, vandaar dat patiënten met deze aandoening als medicatie dopamineachtige stoffen toegediend krijgen."
9248,cystische fibrose,C1527396,33,50,Een voorbeeld van zo'n ziekte is cystische fibrose.
9249,miskramen,C0000822,58,67,"DES werd voorgeschreven aan zwangeren, die al een of meer miskramen hadden gehad, in de hoop dat dit de kans op herhaling zou verminderen."
9250,dysenterie,C0013369,107,117,In zijn proefschriften behandelde hij de theorie van de verbeeldingskracht en een medisch overzicht van de dysenterie die in 1783 in Nijmegen heerste.
9251,bloedkweken,C0200949,40,51,"De bacterie kan worden teruggevonden in bloedkweken, en penicilline is meestal goed werkzaam als behandeling."
9252,Penicilline,C0030842,0,11,Penicilline is echter wel weer effectief.
9253,mishandeling,C0008060,84,96,Haar stelling dat ouders die bewust niet voor gebarentaal kiezen aan communicatieve mishandeling doen werd haar door vele ouders en de oudervereniging FODOK niet in dank afgenomen.
9254,allergisch,C1690571,39,49,"Voor mensen geldt dat, indien men niet allergisch is, de steek hooguit zal resulteren in een urenlange pijnlijke plek, maar indien men wel allergisch is kan een anafylactische shock optreden, die levensgevaarlijk kan zijn."
9255,anafylactische shock,C0002792,161,181,"Voor mensen geldt dat, indien men niet allergisch is, de steek hooguit zal resulteren in een urenlange pijnlijke plek, maar indien men wel allergisch is kan een anafylactische shock optreden, die levensgevaarlijk kan zijn."
9256,placenta,C0032043,121,129,"Als de besmetting plaatsvindt aan het begin van de dracht, kunnen er vanaf de 90e dag van de dracht veranderingen aan de placenta optreden."
9257,hoofdpijn,C0018681,104,113,Ook kan de ziekte zich bij mensen uiten door een griepachtig ziektebeeld met als belangrijkste symptoom hoofdpijn.
9258,Anatomisch,C0002808,0,10,Anatomisch gezien is een wasbord de contouren van de onder de huid liggende rechte buikspier (musculus rectus abdominis).
9259,musculus rectus abdominis,C0206066,94,119,Anatomisch gezien is een wasbord de contouren van de onder de huid liggende rechte buikspier (musculus rectus abdominis).
9260,linea alba abdominis,C0230195,56,76,De verticale strepen liggen tussen de beide spierbanen (linea alba abdominis) links en rechts van de navel.
9261,navel,C0041638,101,106,De verticale strepen liggen tussen de beide spierbanen (linea alba abdominis) links en rechts van de navel.
9262,pesticide,C0031253,69,78,De planten gebruiken deze secundaire metabolieten als een natuurlijk pesticide en als verdediging tegen planteneters.
9263,kanker,C0006826,50,56,Glucosinolaten zouden ook preventief werken tegen kanker.
9264,gammacamera,C0017004,36,47,Die isotopen zijn zichtbaar met een gammacamera en op een SPECT-scan.
9265,SPECT-scan,C0040399,58,68,Die isotopen zijn zichtbaar met een gammacamera en op een SPECT-scan.
9266,acetylsalicylzuur,C0004057,51,68,Soms wordt dipyridamol hiervoor samen gebruikt met acetylsalicylzuur.
9267,amfetamine,C0002658,69,79,Dit zijn psychostimulerende stoffen die structureel verwant zijn aan amfetamine en noradrenaline.
9268,noradrenaline,C0028351,83,96,Dit zijn psychostimulerende stoffen die structureel verwant zijn aan amfetamine en noradrenaline.
9269,ovulatie,C0029965,69,77,"Echter de snelle stijging van oestrogeenconcentratie die net voor de ovulatie ontstaat, stimuleert de LH-secretie door middel van een positief terugkoppelmechanisme."
9270,infuus,C0021440,132,138,Als uitdroging hierdoor niet voldoende voorkomen wordt zal ziekenhuisopname met rehydratie door middel van ORS per maagsonde of per infuus nodig zijn.
9271,enzymen,C0014442,70,77,Deze zijn minder gevoelig voor de meeste aminoglycoside-modificerende enzymen.
9272,periplasmatische ruimte,C0525009,74,97,Voor hun werking dringen de aminoglycosiden passief door de celwand in de periplasmatische ruimte.
9273,bacteriële,C0004611,83,93,Hun werking is omkeerbaar en afhankelijk van de bereikte concentratie binnen in de bacteriële cel.
9274,bactericide,C0279516,8,19,Ze zijn bactericide tegenover de meest gevoelige bacteriën bij hogere concentraties.
9275,erytromycine,C0014806,33,45,De belangrijkste macroliden zijn erytromycine en claritromycine.
9276,claritromycine,C0055856,49,63,De belangrijkste macroliden zijn erytromycine en claritromycine.
9277,adenine,C0001407,68,75,"De enzymenreeks die verantwoordelijk is voor de N-dimethylering van adenine van het bacterieel 23S-RNA wordt aangeduid met ""Erm"" (ErmC, ErmA, ErmAM)."
9278,erytromycine,C0014806,89,101,"Deze Erm-methylasen kunnen hetzij constitutief voorkomen, hetzij geïnduceerd worden door erytromycine."
9279,ischemie,C0022116,20,28,Meestal gaat het om ischemie (onvoldoende doorbloeding) maar soms om hartritmestoornissen.
9280,hartritmestoornis,C0340464,69,86,Meestal gaat het om ischemie (onvoldoende doorbloeding) maar soms om hartritmestoornissen.
9281,bloeddruk,C0005823,3,12,De bloeddruk wordt gemeten en de bloeddrukmanchet blijft om de arm zitten om de bloeddruk te kunnen volgen.
9282,hartinfarct,C0027051,26,37,"Bij mensen die recent een hartinfarct hebben doorgemaakt, wordt vaak na een paar weken een behoedzaam inspannings-ecg verricht om te kijken of er nog significant vernauwde bloedvaten zijn, met andere woorden, of de kans op herhaling groot is."
9283,hartaandoeningen,C0007189,51,67,Vaak wordt pijn op de borst gekoppeld aan ernstige hartaandoeningen.
9284,hereditair angio-oedeem,C0019243,69,92,"Tot slot zijn er oorzaken die helemaal geen operatie vereisen, zoals hereditair angio-oedeem."
9285,palpatie,C0030247,5,13,"Door palpatie wordt onderzocht of de zwelling wel echt van de schildklier uitgaat en niet het gevolg is van een lymfoom, omdat zwellingen in de hals ook diverse andere oorzaken kunnen hebben."
9286,lymfoom,C0024204,112,119,"Door palpatie wordt onderzocht of de zwelling wel echt van de schildklier uitgaat en niet het gevolg is van een lymfoom, omdat zwellingen in de hals ook diverse andere oorzaken kunnen hebben."
9287,psoriasis,C0033860,50,59,Het ziektebeeld komt regelmatig in combinatie met psoriasis voor en wordt dan psoriasis palmoplantaris of psoriasis pustulosis palmoplantaris genoemd.
9288,eczemateuze,C0013595,130,141,"Omdat het genezingsproces veelal leidt tot een erythematosquameuze (roodschilferende) huid, doet het ziekteproces vaak denken aan eczemateuze aandoeningen."
9289,chromosoom 12,C0008654,98,111,Bij de meeste families met meer dan één aangedane persoon blijkt de afwijking gelokaliseerd op de chromosoom 12q24.1.
