id,mention,cui,start_index,end_index,sentence
6075,arteriitis temporalis,C0751545,68,89,"Er wordt aangenomen dat de ziekte nauw verwant is aan de aandoening arteriitis temporalis, die in dezelfde leeftijdsgroep voorkomt, vaak gepaard gaat met polymyalgia rheumatica, en eveneens goed reageert op (hogere) doses prednison of prednisolon."
6077,prednisolon,C0032950,235,246,"Er wordt aangenomen dat de ziekte nauw verwant is aan de aandoening arteriitis temporalis, die in dezelfde leeftijdsgroep voorkomt, vaak gepaard gaat met polymyalgia rheumatica, en eveneens goed reageert op (hogere) doses prednison of prednisolon."
6078,kwaadaardige aandoening,C0006826,104,127,"Voordat de diagnose gesteld wordt moet een andere oorzaak van de klachten worden uitgesloten, zoals een kwaadaardige aandoening."
6082,triggervinger,C0410060,64,77,Een gebogen vinger kan bijvoorbeeld niet meer worden gestrekt ('triggervinger').
6084,schakelcellen,C0021792,49,62,Informatie van sensorische zenuwcellen geven via schakelcellen informatie door aan motorische zenuwcellen.
6087,sensorische neuronen,C0027883,72,92,Een verminderde reflex kan ook een gevolg zijn van een beschadiging van sensorische neuronen.
6090,glycolytische reacties,C0017952,27,49,"Ze krijgen hun energie uit glycolytische reacties, waarbij geen zuurstof nodig is."
6100,presynaptische,C0039062,71,85,"De remmende schakelcellen kunnen een voorwaartse, achterwaartse of een presynaptische remming geven."
6103,haren,C0423866,89,94,Bij mensen met aanleg voor alopecia androgenetica is het genetisch bepaald dat alleen de haren aan de bovenkant van het hoofd zijn uitgerust met androgeenreceptoren.
6105,dendritische spines,C0872341,26,45,Dit noemt men gemmulae of dendritische spines.
6115,klinisch pathologen,C0030667,23,42,In ziekenhuizen werken klinisch pathologen.
6118,formaline,C0016564,79,88,"Van organen worden enkele kubieke centimeters weggenomen en in de diepvries of formaline bewaard, zodat altijd nog toxicologisch onderzoek en contra-expertise (een tegenonderzoek) mogelijk zijn."
6119,toxicologisch onderzoek,C0949446,115,138,"Van organen worden enkele kubieke centimeters weggenomen en in de diepvries of formaline bewaard, zodat altijd nog toxicologisch onderzoek en contra-expertise (een tegenonderzoek) mogelijk zijn."
6120,stofwisselingsstoornis,C0025521,51,73,Van kinderen worden altijd huidmonsters genomen om stofwisselingsstoornissen vast te kunnen stellen.
6124,duplicatie,C0017261,5,15,Door duplicatie van een stuk chromosoom.
6125,chromosoom 14,C0008656,136,149,"Dit stukje chromosoom zit vast aan een chromosoom waarvan het afkomstig is of het zit op een van de andere chromosomen (bijvoorbeeld op chromosoom 14 zit een stukje van een derde chromosoom 21; hiervan is soms sprake bij patiënten met het syndroom van Down), dit wordt een translocatie genoemd."
6126,chromosoom 21,C0008664,179,192,"Dit stukje chromosoom zit vast aan een chromosoom waarvan het afkomstig is of het zit op een van de andere chromosomen (bijvoorbeeld op chromosoom 14 zit een stukje van een derde chromosoom 21; hiervan is soms sprake bij patiënten met het syndroom van Down), dit wordt een translocatie genoemd."
6127,translocatie,C0040715,273,285,"Dit stukje chromosoom zit vast aan een chromosoom waarvan het afkomstig is of het zit op een van de andere chromosomen (bijvoorbeeld op chromosoom 14 zit een stukje van een derde chromosoom 21; hiervan is soms sprake bij patiënten met het syndroom van Down), dit wordt een translocatie genoemd."
6128,inversie-duplicatie,C0021943,31,50,Er kan ook sprake zijn van een inversie-duplicatie waarbij het stuk extra chromosoom omgekeerd vastzit aan het chromosoom waarvan het afkomstig is.
6129,acuut reuma,C0264743,53,64,"Als een klep echter beschadigd is, bijvoorbeeld door acuut reuma of na een operatie, wordt nestelen gemakkelijker."
6130,Infecties in de mond,C0016398,0,20,"Infecties in de mond, bijvoorbeeld door gebrekkige mondhygiëne of na tandheelkundige ingrepen, zijn een belangrijke oorzaak van endocarditis, omdat bloed in dat geval in contact kan komen met de buitenwereld en daarmee de bacteriën in de mond van de patiënt."
6132,lupus erythematodes,C0409974,105,124,Een vorm hiervan wordt Libman-Sacks endocarditis genoemd; deze vorm komt met name voor bij patiënten met lupus erythematodes en het antifosfolipidensyndroom.
6133,antifosfolipidensyndroom,C0085278,132,156,Een vorm hiervan wordt Libman-Sacks endocarditis genoemd; deze vorm komt met name voor bij patiënten met lupus erythematodes en het antifosfolipidensyndroom.
6138,erwt,C1262903,33,37,arvense) is een variëteit van de erwt.
6144,homoseksuele,C0019899,96,108,De term verscheen voor het eerst in de 19e eeuw en werd vooral gebruikt om te verwijzen naar de homoseksuele liefde van oudere mannen voor adolescente jongens.
6148,polyester,C0032474,108,117,"De huidige badpakken zijn meestal gemaakt van moderne rekbare stoffen als lycra (polyamide en elasthaan) of polyester, en zitten vaak strak aansluitend om het lichaam."
6151,zelfverkozen dood,C0038661,40,57,Zijn familie verklaarde dat het om een 'zelfverkozen dood' ging.
6169,Astma,C3714497,0,5,"Astma is beperkt geassocieerd, slechts 7% van de mensen met neuspoliepen heeft astma."
6170,Prednison,C0032952,122,131,"Indien neusspray geen effect heeft, kan men kortdurend systemisch corticosteroïden toedienen (in tabletvorm, bijvoorbeeld Prednison of Dexamethason)."
6171,Dexamethason,C0011777,135,147,"Indien neusspray geen effect heeft, kan men kortdurend systemisch corticosteroïden toedienen (in tabletvorm, bijvoorbeeld Prednison of Dexamethason)."
6174,Malaria,C0024530,0,7,Malaria is bijvoorbeeld geen endemie in Europa.
6186,natriumfluoride,C0037508,96,111,"Wanneer er veel tijd verloren is gegaan, kan de tandarts de tand 20 minuten lang behandelen met natriumfluoride en hem daarna ontzenuwen en terugplaatsen."
6194,Parkinsonisme,C0242422,162,175,"In 1580 woedde in Europa een ernstige, met koorts en lethargie gepaarde ziekte ('Morbus epidemicus per totam fere Europam Schlafkrankheit dictus') die leidde tot Parkinsonisme en andere neurologische aandoeningen."
6196,Parkinsonverschijnselen,C0242422,121,144,"Andere patiënten hebben minder geluk gehad, waar de ziekte progressief evolueert naar een hersenaftakeling, gelijkend op Parkinsonverschijnselen."
6202,arachnodactylie,C0003706,69,84,Ook zijn de vingers vaak lang en slank ten opzichte van de handpalm (arachnodactylie).
6203,micrognathie,C0025990,226,238,"Ook kan er sprake zijn van dysmorfe kenmerken in het gezicht, zoals een abnormaal langwerpig schedel, hoog gehemelteboog met crowding van de tanden, onderontwikkelde jukbeenderen (malar hypoplasie), een abnormaal smalle kaak (micrognathie) en enophthalmos."
6211,Clostridium,C0009054,34,45,Vooral bacteriën uit het geslacht Clostridium produceren veel gassen.
6218,sporen,C0038027,79,85,"De zes tot negen micrometer in diameter, gladde tot fijn stekelige, bolvormige sporen zijn donkergrijs tot zwart in massa en afzonderlijk lichtpaars in doorvallend licht."
6223,oogaandoening,C0015397,32,45,Er is ook controle op erfelijke oogaandoeningen.
6225,microtubuli (buisjes),C0026046,87,108,"Een centriool heeft de vorm van een cilindertje, opgebouwd uit negen groepjes van drie microtubuli (buisjes) die gerangschikt zijn als de schoepen van een watermolen."
6227,alien-handsyndroom,C0520958,62,80,Soms leidt dit echter tot zeer vreemde bijwerkingen zoals het alien-handsyndroom.
6230,lymfadenopathie,C0497156,34,49,"Het meest voorkomende symptoom is lymfadenopathie, met name van de lymfeklieren in de nek."
6232,zelfbevrediging,C0024906,123,138,"Bij een sterke voorkeur zal een autoseksueel geen behoefte hebben aan seks met iemand anders, maar wel behoefte hebben aan zelfbevrediging."
6236,gehemelte,C0700374,35,44,"Doordat de lucht hierbij langs het gehemelte en de tanden stroomt, ontstaat het kenmerkende geruis dat vervolgens de zucht genoemd wordt."
6238,rondwormen,C0027581,53,63,"Facultatieve viviparie treedt op bij sommige soorten rondwormen, waarbij de larven de moeder van binnen uit opeten en daarna de overgebleven huid van de dode moeder verlaten."
6239,fenobarbital,C0031412,13,25,In 1912 werd fenobarbital op de markt gebracht onder de merknaam Luminal.
6242,Myasthenia gravis,C0026896,223,240,"Overdosering is praktisch onmogelijk, afhankelijkheid en ontwenning is minder intens, ze werken over het algemeen minder versuffend, en er zijn eigenlijk maar een paar echte contra-indicaties; zoals de zeldzame spierziekte Myasthenia gravis."
6246,Iatrogene schade,C0020732,0,16,Iatrogene schade als gevolg van bijwerkingen van geneesmiddelen en medische behandelingen komt relatief veel voor en is een belangrijke doodsoorzaak.
6253,therapie,C0087111,53,61,Het gaat erom hoe goed de patiënt een voorgeschreven therapie of kuur blijft volgen.
6258,miltruptuur,C0038000,99,110,De milt wordt operatief verwijderd wanneer deze bijvoorbeeld bij een ernstig ongeval gescheurd is (miltruptuur).
6263,wolfsmelk,C0949864,39,48,Een meertakkig bijscherm komt voor bij wolfsmelk.
6269,vitrectomie,C0042903,79,90,Behandelopties zijn ofwel een laserbehandeling (floaterlaser) of een operatie (vitrectomie).
6279,communiceren,C0009452,45,57,"Doofblinden kunnen op verschillende manieren communiceren, afhankelijk van het restgehoor en restzicht."
6280,ongepasteuriseerde,C0597885,94,112,"De besmetting vindt plaats door contact met besmette dieren, het consumeren van rauwe melk of ongepasteuriseerde zuivelproducten."
6283,Krimoorlog,C1449766,81,91,Hij was verantwoordelijk voor de verzorging van de gewonden en zieken tijdens de Krimoorlog op Malta.
6288,tseetseevlieg,C0041263,42,55,"gambiense, die overgebracht wordt door de tseetseevlieg."
6291,massage,C0949354,41,48,Hij wilde dit verbeteren aan de hand van massages en dergelijke.
6292,ribosomale,C0035553,21,31,Het bindt aan de 30S ribosomale subunit en voorkomt dat amino-acyl tRNA bindt aan de A(cceptor)-plaats van het ribosoom.
6303,strychnine,C0202474,83,93,Het is naar men zegt een symptoom bij bijvoorbeeld tetanus en bij vergiftiging met strychnine.
6305,dystonie,C0393593,99,107,Risus sardonicus kan ook gezien worden bij parkinsonisme in verband met orofaciale/craniocervicale dystonieën.
6306,ultrafiltratie,C0041612,31,45,Haas ontdekte het principe van ultrafiltratie.
6307,adsobeert,C0001674,13,22,De adsorbens adsobeert de afvalstoffen uit het bloed.
6315,luchtverontreiniging,C0001873,30,50,In gebieden die vrij zijn van luchtverontreiniging kunnen ze 10 tot 20&nbsp;cm lang worden.
6322,angststoornissen,C0376280,15,31,"Ook depressie, angststoornissen, verwarring, paranoia, en onbeheersbare rillingen komen voor bij gevangenen die langere tijd in de isoleercel vastzitten."
6324,marteling,C0040488,85,94,Mensenrechtenactivisten noemen eenzame opsluiting ookwel een psychologische vorm van marteling.
6325,koolmonoxide,C0007018,66,78,Kort daarna voerden de nazi's verdere experimenten uit waarbij ze koolmonoxide uit de uitlaat van een vrachtwagen in een gesloten kamer lieten stromen.
6326,hongeroedeem,C1283370,86,98,Door de uitvoering van dit decreet kregen duizenden patiënten in Beierse inrichtingen hongeroedeem en stierven gemiddeld drie maanden na de start van dit 'dieet'.
6331,aseptisch,C0003974,16,25,"De canule wordt aseptisch in een ader op een toegankelijke plaats ingebracht, vaak op de handrug of op de onderarm."
6341,slaapprocessen,C0013144,36,50,Histamine reguleert onder andere de slaapprocessen.
6344,longcapillair,C0006901,31,44,Dit gebeurt voornamelijk in de longcapillairen.
6347,anafylactische,C0002792,28,42,Bij ernstige allergische of anafylactische reacties zal men kiezen voor het gebruik van promethazine in de vorm van een intraveneuze toediening of via een diep-intramusculaire injectie wanneer een veneuze toegangsweg (nog) niet beschikbaar of wenselijk is.
6350,analgetica,C0002771,163,173,Als pre-medicatie bij operaties heeft promethazine naast de anti-braak werking ook een kalmerende werking op de patiënt en een versterkende werking op narcotische analgetica en beperkt het de bijwerkingen ervan.
6351,paresthesie,C0030554,4,15,Ook paresthesie (tintelingen) kan een bijwerking zijn.
6352,taurine,C0039350,26,33,"Ook andere stoffen, zoals taurine, leiden volgens de fabrikanten tot prestatieverhoging."
6353,diabetes mellitus type-2,C0011849,142,166,"Ook verhogen energiedrankjes de bloedsuikerspiegel, wat nadelig kan zijn voor diabetici (type 1 en 2) of mensen met een erfelijke aanleg voor diabetes mellitus type-2."
6355,stolselvorming,C2586211,155,169,"Uit Australisch onderzoek bleek dat al na één suikervrij blikje van 250 ml Red Bull de ""kleverigheid"" van de bloedplaatjes toenam, waardoor het risico van stolselvorming toeneemt."
6365,samentrekkende spier,C0026820,66,86,"Hij gebruikte de geometrie van de spieren om aan te tonen dat een samentrekkende spier wel van vorm verandert, maar niet van volume."
6366,gefossiliseerde,C0016614,127,142,Bij het onderzoek naar de tanden van de haai viel het Steno op dat deze sterke gelijkenis vertoonden met in de bergen gevonden gefossiliseerde (naar later bleek) haaientanden.
6371,chromosoom elf,C0008653,87,101,Intrinsieke factor is een eiwit en bij de mens wordt het gecodeerd door het GIF-gen op chromosoom elf.
6374,gastritis,C0017152,11,20,Atrofische gastritis kan ook leiden tot intrinsiekefactordeficiëntie en bloedarmoede door schade aan de pariëtale cellen van de maagwand.
6378,insomnie,C0917801,75,83,Het syndroom is verantwoordelijk voor 7-10% van de gevallen met chronische insomnie.
6379,versnelde-slaapfasesyndroom,C1858496,30,57,Het is de tegenhanger van het versnelde-slaapfasesyndroom.
6380,jetlag,C0231311,122,128,De pogingen om zichzelf tot een 9-5 werkdag te forceren werd door patiënten met DSPS ook wel vergeleken met een constante jetlag van 6 uur.
6400,frustratie,C0016770,19,29,Dit leidt soms tot frustratie of zelfs tot agressief gedrag.
6403,Volwassene,C0001675,0,10,"Volwassenen hebben een verhoogde kans op kwaadaardige ontaarding van het kraakbeenweefsel van een exostose, vooral bij exostosen van de schoudergordel, het bekken, de ribben en het bovenbeen."
6410,stomatitis aphthosa,C2937365,71,90,"De oorzaak kan van zeer uiteenlopende aard zijn, of onbekend zoals bij stomatitis aphthosa."
6413,blinden,C0456909,25,32,De stok wordt zowel door blinden als door slechtzienden gebruikt.
6422,aborteren,C0392535,19,28,Deze zeugen zullen aborteren.
6424,fosfeen,C0031624,57,64,Hij was de eerste die een grondige studie maakte van het fosfeen.
6430,polyhydramnion,C0020224,14,28,Dit wordt een polyhydramnion genoemd en dit kan schadelijk zijn voor de foetus omdat deze als het ware verdrukt kan worden.
6437,volwassen vrouwen,C0001675,36,53,De aandoening komt voornamelijk bij volwassen vrouwen voor.
6438,gefingeerde symptomen,C0233752,96,117,"Hoewel er enige discussie bestaat over de status van de aandoening (volgens sommigen zou het om gefingeerde symptomen gaan), wordt de persoon doorgaans niet als verantwoordelijk voor haar of zijn daden gezien."
6440,hernia van de rug,C0021818,8,25,Bij een hernia van de rug ligt de oorzaak in een beschadiging van een tussenwervelschijf.
6441,bindweefselring,C0009780,26,41,De anulus fibrosus is een bindweefselring die krachten op gelijke mate verdeelt over de gehele schijf.
6445,neurotmesis,C1142379,4,15,Bij neurotmesis kan zenuwtransplantatie uitkomst bieden.
6447,MHC-I-receptoren,C0024518,37,53,Die afstoting gaat onder invloed van MHC-I-receptoren.
6453,scotoom,C0152192,188,195,"Het kan een lichamelijke gewaarwording zijn, zoals een misselijk of zwaar gevoel in de maagstreek, maar ook een aberrante waarneming zoals het ruiken van een bepaalde geur of het zien van scotoom."
6454,slaapwandel,C0037672,120,131,"Dit zijn korte, onbewuste zichzelf herhalende bewegingen zoals smakken, slikken, wrijven in de handen, gebaren maar ook slaapwandel-achtig gedrag is mogelijk."
6455,convulsie,C0036572,55,64,"Hoewel gegeneraliseerde insulten vaak gepaard gaan met convulsies, is dit feitelijk maar in 60 % van alle insulten het geval."
